20190104,QiuShi1,QiuShi1-pm,LivePnl,94.70012500000001
20190107,QiuShi1,QiuShi1-pm,LivePnl,77.29509999999084
20190108,QiuShi1,QiuShi1-pm,LivePnl,-28.242505999931836
20190109,QiuShi1,QiuShi1-pm,LivePnl,21506.872073000137
20190110,QiuShi1,QiuShi1-pm,LivePnl,-13542.22074500028
20190111,QiuShi1,QiuShi1-pm,LivePnl,-2785.6012850000234
20190114,QiuShi1,QiuShi1-pm,LivePnl,9050.595059999863
20190115,QiuShi1,QiuShi1-pm,LivePnl,-9592.223004999523
20190116,QiuShi1,QiuShi1-pm,LivePnl,-16701.52164000026
20190117,QiuShi1,QiuShi1-pm,LivePnl,-10510.851595000013
20190118,QiuShi1,QiuShi1-pm,LivePnl,-35.52257499989767
20190121,QiuShi1,QiuShi1-pm,LivePnl,-3025.169014999909
20190122,QiuShi1,QiuShi1-pm,LivePnl,-6249.55481
20190123,QiuShi1,QiuShi1-pm,LivePnl,-3673.9442550000344
20190124,QiuShi1,QiuShi1-pm,LivePnl,-9320.569174999999
20190125,QiuShi1,QiuShi1-pm,LivePnl,-2366.7508749988856
20190128,QiuShi1,QiuShi1-pm,LivePnl,14219.824999999239
20190129,QiuShi1,QiuShi1-pm,LivePnl,-29866.58325499924
20190130,QiuShi1,QiuShi1-pm,LivePnl,-9610.421360000037
20190131,QiuShi1,QiuShi1-pm,LivePnl,17317.287019999934
20190201,QiuShi1,QiuShi1-pm,LivePnl,1871.024099999999
20190211,QiuShi1,QiuShi1-pm,LivePnl,-9165.384434999956
20190212,QiuShi1,QiuShi1-pm,LivePnl,634.1236049999545
20190213,QiuShi1,QiuShi1-pm,LivePnl,15120.000000000204
20190214,QiuShi1,QiuShi1-pm,LivePnl,-523.4153099999253
20190215,QiuShi1,QiuShi1-pm,LivePnl,16665.090324999852
20190218,QiuShi1,QiuShi1-pm,LivePnl,-16353.459390000051
20190219,QiuShi1,QiuShi1-pm,LivePnl,-8529.54211999989
